tensor([[0.0131]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.7525]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.7523]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7534]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7548]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7526]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1387, grad_fn=<DivBackward0>)
tensor([[0.7472]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1393, grad_fn=<DivBackward0>)
tensor([[0.7390]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1392, grad_fn=<DivBackward0>)
tensor([[0.7329]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1390, grad_fn=<DivBackward0>)
tensor([[0.7282]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1389, grad_fn=<DivBackward0>)
tensor([[0.7251]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1389, grad_fn=<DivBackward0>)
tensor([[0.7236]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1388, grad_fn=<DivBackward0>)
tensor([[0.7209]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1386, grad_fn=<DivBackward0>)
tensor([[0.7193]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1392, grad_fn=<DivBackward0>)
tensor([[0.7148]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1391, grad_fn=<DivBackward0>)
tensor([[0.7120]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1390, grad_fn=<DivBackward0>)
tensor([[0.7107]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1389, grad_fn=<DivBackward0>)
tensor([[0.7107]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1388, grad_fn=<DivBackward0>)
tensor([[0.7114]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1387, grad_fn=<DivBackward0>)
tensor([[0.7132]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1385, grad_fn=<DivBackward0>)
tensor([[0.7156]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7190]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7232]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7260]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7297]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1387, grad_fn=<DivBackward0>)
tensor([[0.7300]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1386, grad_fn=<DivBackward0>)
tensor([[0.7314]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1385, grad_fn=<DivBackward0>)
tensor([[0.7337]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1383, grad_fn=<DivBackward0>)
tensor([[0.7364]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7399]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7442]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1387, grad_fn=<DivBackward0>)
tensor([[0.7448]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1385, grad_fn=<DivBackward0>)
tensor([[0.7459]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7480]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1383, grad_fn=<DivBackward0>)
tensor([[0.7509]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7546]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1380, grad_fn=<DivBackward0>)
tensor([[0.7577]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1387, grad_fn=<DivBackward0>)
tensor([[0.7572]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1385, grad_fn=<DivBackward0>)
tensor([[0.7579]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7581]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7592]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7613]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1380, grad_fn=<DivBackward0>)
tensor([[0.7642]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1379, grad_fn=<DivBackward0>)
tensor([[0.7678]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.7721]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.7743]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7768]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.7799]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7837]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7880]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7912]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7950]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7978]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8012]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.8046]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8075]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.8104]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.8138]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8172]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.8205]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.8237]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.8273]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.8307]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1350, grad_fn=<DivBackward0>)
tensor([[0.8346]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1348, grad_fn=<DivBackward0>)
tensor([[0.8381]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.8377]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.8361]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.8353]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8317]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8291]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.8275]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.8225]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.8184]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.8154]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.8135]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8126]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.8102]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.8082]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.8062]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1352, grad_fn=<DivBackward0>)
tensor([[0.8052]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.8052]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.8027]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1352, grad_fn=<DivBackward0>)
tensor([[0.8012]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.8008]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7970]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7905]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7846]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7802]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1358, grad_fn=<DivBackward0>)
tensor([[0.7771]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7737]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1356, grad_fn=<DivBackward0>)
tensor([[0.7692]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1355, grad_fn=<DivBackward0>)
tensor([[0.7645]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1353, grad_fn=<DivBackward0>)
tensor([[0.7608]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1352, grad_fn=<DivBackward0>)
tensor([[0.7585]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1351, grad_fn=<DivBackward0>)
tensor([[0.7574]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7532]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7462]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.7410]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.7374]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.7353]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.7309]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7239]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7187]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7152]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7103]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7064]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.7023]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6999]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6948]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6914]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6855]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6814]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6755]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6674]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6605]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6536]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.6446]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.6381]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6333]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6275]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6238]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6222]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6223]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6240]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6271]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6316]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6366]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6420]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6484]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6557]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6631]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6707]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6763]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6822]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6867]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6891]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6911]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6943]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6957]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6971]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6954]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6952]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6963]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6985]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6976]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6981]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6997]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7025]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7031]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7072]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7106]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7142]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7149]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7130]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7119]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7079]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7013]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6994]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6947]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6899]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6869]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6855]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6851]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6861]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6883]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6893]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6914]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6917]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6932]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6949]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6978]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6995]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7024]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7062]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7066]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7078]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7090]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7096]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7109]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7090]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7065]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7026]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6998]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.6974]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6929]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6889]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6866]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6840]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1364, grad_fn=<DivBackward0>)
tensor([[0.6830]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6828]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6809]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1363, grad_fn=<DivBackward0>)
tensor([[0.6804]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6814]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1362, grad_fn=<DivBackward0>)
tensor([[0.6836]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1361, grad_fn=<DivBackward0>)
tensor([[0.6861]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.6897]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.6936]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
Average loss: tensor(0.1360, grad_fn=<DivBackward0>)
tensor([[0.6951]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.6972]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1359, grad_fn=<DivBackward0>)
tensor([[0.7004]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7027]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1357, grad_fn=<DivBackward0>)
tensor([[0.7036]], grad_fn=<AddmmBackward0>) tensor([[1.]])
