scene,listener,system,HASPI
S09158,L0239,E013,"[0.052616989918087026, 0.01062901277031471]"
S09161,L0229,E013,"[0.8338451391715961, 0.8352309491688393]"
S09161,L0242,E013,"[0.15916504860071815, 0.2224079680930572]"
S09164,L0206,E013,"[0.6356644067803645, 0.034525624120213844]"
S09175,L0236,E013,"[0.05260985357439474, 0.13276582955242622]"
S09188,L0216,E013,"[0.351157737150848, 0.2916262517539711]"
S09193,L0229,E013,"[0.13387990593620164, 0.03106046949079469]"
S09193,L0242,E013,"[0.014888963822542017, 0.015439017058793523]"
S09196,L0231,E013,"[0.046457182509414136, 0.9602692104589824]"
S09199,L0201,E013,"[0.9742237577411628, 0.9964254741624139]"
S09203,L0219,E013,"[0.0418360284474495, 0.9727557230989886]"
S09205,L0209,E013,"[0.13056714841757727, 0.2513898809452073]"
S09208,L0201,E013,"[0.7229047105505028, 0.9889628867105671]"
S09209,L0227,E013,"[0.004649183352324088, 0.013000407107165924]"
S09214,L0243,E013,"[0.6782828978656182, 0.7881832710548502]"
S09227,L0216,E013,"[0.00725944656949473, 0.006642441641051663]"
S09228,L0215,E013,"[0.4616994839825508, 0.5895186677421645]"
S09245,L0222,E013,"[0.5203536425384288, 0.4727481623987892]"
S09246,L0217,E013,"[0.007877945633970544, 0.005708638246121415]"
S09248,L0225,E013,"[0.7061741869716301, 0.026458958689749706]"
S09248,L0231,E013,"[0.0781039586078082, 0.3375272426193841]"
S09250,L0222,E013,"[0.05193967086370324, 0.12879315983597098]"
S09255,L0200,E013,"[0.16982225805736265, 0.23940589880948854]"
S09259,L0206,E013,"[0.529385252331281, 0.006152785992701023]"
S09259,L0212,E013,"[0.0190913504406087, 0.013668825902662083]"
S09261,L0219,E013,"[0.00862020669459392, 0.7422878906919269]"
S09261,L0225,E013,"[0.9429963854566535, 0.5886045273573483]"
S09262,L0209,E013,"[0.12207016333139412, 0.305636225582722]"
S09264,L0209,E013,"[0.43172793997035785, 0.6383887391171897]"
S09265,L0218,E013,"[0.6856299057379993, 0.899035372555587]"
S09270,L0239,E013,"[0.31432058714627964, 0.04673328962901836]"
S09271,L0222,E013,"[0.05824246223047527, 0.17773629346198744]"
S09274,L0209,E013,"[0.45646465213036136, 0.6428669547609626]"
S09276,L0243,E013,"[0.6312950398575684, 0.45060528595359617]"
S09277,L0218,E013,"[0.6902004004914511, 0.8484109917166713]"
S09277,L0221,E013,"[0.08718150121010078, 0.15583722337623784]"
S09280,L0218,E013,"[0.1637725192235496, 0.5721349805439456]"
S09280,L0221,E013,"[0.028214048886500812, 0.024673910652078742]"
S09281,L0224,E013,"[0.018265328855602767, 0.04821848277452263]"
S09282,L0206,E013,"[0.6928471766954025, 0.0269265027748804]"
S09282,L0212,E013,"[0.11135130072784485, 0.2073589265690842]"
S09288,L0229,E013,"[0.8333137995677757, 0.7133804997970423]"
S09297,L0224,E013,"[0.32640584616938173, 0.3151446452663136]"
S09306,L0209,E013,"[0.09804817594790738, 0.23483350107439444]"
S09308,L0218,E013,"[0.9054381371635523, 0.9074462899842339]"
S09314,L0229,E013,"[0.6464280299130247, 0.6140637460935994]"
S09315,L0243,E013,"[0.4376217693669804, 0.29481450933346415]"
S09317,L0236,E013,"[0.0450565049101752, 0.07439786076199352]"
S09321,L0229,E013,"[0.8943226816462252, 0.8870392855347394]"
S09321,L0242,E013,"[0.043090142922444764, 0.030602880681051253]"
S09325,L0216,E013,"[0.5745260219097884, 0.7505546584668668]"
S09328,L0229,E013,"[0.8345075091356562, 0.8517177029898436]"
S09328,L0242,E013,"[0.025320082214315632, 0.02965494294637554]"
S09329,L0212,E013,"[0.7537217292320063, 0.7216212201678954]"
S09329,L0221,E013,"[0.8643274393830475, 0.9291151695460075]"
S09332,L0212,E013,"[0.5975633867005369, 0.4722241380524826]"
S09332,L0221,E013,"[0.5940082770544312, 0.5000083634419771]"
S09339,L0217,E013,"[0.5508643072997158, 0.004616403539821298]"
S09341,L0201,E013,"[0.5624591518903839, 0.7684920017697093]"
S09342,L0218,E013,"[0.10569012688367534, 0.10859379324740794]"
S09345,L0231,E013,"[0.009144771052647705, 0.8796893432370718]"
S09346,L0215,E013,"[0.9264593158380839, 0.8904196946943315]"
S09366,L0216,E013,"[0.02092094906268375, 0.5641522895208162]"
S09377,L0229,E013,"[0.8335140411080822, 0.13831898763525585]"
S09377,L0242,E013,"[0.0082860610206995, 0.03327372516754748]"
S09380,L0201,E013,"[0.9067469629200925, 0.9594333230130327]"
S09382,L0239,E013,"[0.36825118495897885, 0.006528536473977289]"
S09386,L0227,E013,"[0.004393659214519074, 0.05600558020420877]"
S09387,L0227,E013,"[0.004894522507843004, 0.020103859191002653]"
S09396,L0229,E013,"[0.11104219979682849, 0.05245175656139035]"
S09397,L0219,E013,"[0.0036654718544301447, 0.40631014976235874]"
S09398,L0201,E013,"[0.7433940573487096, 0.9721048321953684]"
S09402,L0225,E013,"[0.9801326257913681, 0.7100509406181835]"
S09402,L0231,E013,"[0.7803864302979864, 0.9591212434328773]"
S09406,L0215,E013,"[0.27501215140146884, 0.13347848494399026]"
S09426,L0227,E013,"[0.005763862090296023, 0.011861571721061606]"
S09436,L0216,E013,"[0.08229632572661652, 0.1085705747577215]"
S09438,L0239,E013,"[0.18939164136530653, 0.021109246624905494]"
S09446,L0201,E013,"[0.7349627508985905, 0.9976171557006178]"
S09450,L0227,E013,"[0.004552243249443299, 0.004510333162867942]"
S09451,L0229,E013,"[0.07308610777457808, 0.04959982047860528]"
S09452,L0225,E013,"[0.9997061849632906, 0.9934503913766893]"
S09452,L0231,E013,"[0.9835357992077042, 0.9991058552318997]"
S09455,L0215,E013,"[0.8515003148066275, 0.9690299367330522]"
S09459,L0215,E013,"[0.7344499850510694, 0.6998787531564956]"
S09460,L0216,E013,"[0.050197016062371855, 0.23825113095348038]"
S09463,L0209,E013,"[0.5530928818179263, 0.4942614190633474]"
S09470,L0201,E013,"[0.8424387267086338, 0.807855325581949]"
S09476,L0209,E013,"[0.2542334340149689, 0.29742665312783445]"
S09480,L0212,E013,"[0.11304661253475906, 0.038276054122678725]"
S09480,L0221,E013,"[0.21711214141001642, 0.15431160997241755]"
S09485,L0236,E013,"[0.2518037332180806, 0.5186745749624496]"
S09488,L0239,E013,"[0.005334317495381808, 0.004721416256228286]"
S09500,L0239,E013,"[0.005292215835577504, 0.005574776350127496]"
S09502,L0240,E013,"[0.9244617622397987, 0.9306577146602015]"
S09509,L0227,E013,"[0.006860056057272731, 0.01130800810830473]"
S09510,L0201,E013,"[0.048714251970875366, 0.2356989393627538]"
S09515,L0229,E013,"[0.45242842880386985, 0.46749429142181187]"
S09515,L0242,E013,"[0.03441331997042624, 0.006440651128357441]"
S09525,L0217,E013,"[0.8808566338918379, 0.0055874111365089305]"
S09529,L0239,E013,"[0.1393884016181502, 0.007373065443389776]"
S09532,L0201,E013,"[0.6732276118563071, 0.7621387693719441]"
S09533,L0231,E013,"[0.40079292646605713, 0.9735520061182372]"
S09540,L0215,E013,"[0.6589227985597342, 0.7484727540893968]"
S09542,L0243,E013,"[0.10543934002698083, 0.125803876255441]"
S09543,L0224,E013,"[0.07708891411112449, 0.028579289412361267]"
S09546,L0200,E013,"[0.10405077478101567, 0.1146986518010106]"
S09553,L0236,E013,"[0.004362455144524558, 0.020666035727003478]"
S09554,L0206,E013,"[0.5110186524406907, 0.005794012883327718]"
S09564,L0217,E013,"[0.381925690183214, 0.0097111244688885]"
S09571,L0222,E013,"[0.7625909522556313, 0.3353750964522389]"
S09573,L0224,E013,"[0.004278911292678779, 0.006182884610094557]"
S09574,L0227,E013,"[0.020112883438696477, 0.11789746332553837]"
S09577,L0206,E013,"[0.9497474454311344, 0.006399177869435017]"
S09580,L0227,E013,"[0.004878361591579399, 0.016917130753829397]"
S09581,L0201,E013,"[0.8653139009326895, 0.9214208034384657]"
S09586,L0206,E013,"[0.7897735478828931, 0.45065935793458056]"
S09589,L0239,E013,"[0.7832111911246585, 0.6440836897939256]"
S09593,L0216,E013,"[0.7348038886068504, 0.8750457914581387]"
S09596,L0217,E013,"[0.8097091720721086, 0.021571188246668017]"
S09606,L0217,E013,"[0.24848236800840545, 0.007634621529267405]"
S09613,L0227,E013,"[0.005510189923231156, 0.004255412746972333]"
S09616,L0200,E013,"[0.006941859766855755, 0.013563712122822143]"
S09620,L0240,E013,"[0.9502290227969761, 0.9816516616545347]"
S09625,L0200,E013,"[0.05608215575622568, 0.2744815319452416]"
S09625,L0240,E013,"[0.9246243971127419, 0.9429424046053655]"
S09626,L0218,E013,"[0.8165945029436152, 0.9790757773477076]"
S09627,L0215,E013,"[0.8406877923583962, 0.897240964049049]"
S09628,L0222,E013,"[0.3001287787919167, 0.72841072150588]"
S09634,L0236,E013,"[0.0051596912518114876, 0.020740260633926005]"
S09637,L0240,E013,"[0.6572051038068193, 0.8216018543286753]"
S09641,L0224,E013,"[0.36801806991622354, 0.32339169290759434]"
S09646,L0225,E013,"[0.9593992618300047, 0.8387129281809852]"
S09646,L0231,E013,"[0.5721479920500314, 0.9245172346095034]"
S09649,L0225,E013,"[0.9250899988675145, 0.6566478543867451]"
S09649,L0231,E013,"[0.7183636271054162, 0.9637863176466653]"
S09666,L0229,E013,"[0.9410644662096972, 0.7393154007878363]"
S09669,L0227,E013,"[0.004550219866300681, 0.01854513685366231]"
S09670,L0225,E013,"[0.9748461227052231, 0.9373813455187034]"
S09673,L0236,E013,"[0.0052303688177752095, 0.028998800692000157]"
S09676,L0224,E013,"[0.32039953508024, 0.26914993669935877]"
S09678,L0206,E013,"[0.6883820045540473, 0.008140236279238192]"
S09678,L0212,E013,"[0.12876068576761124, 0.032838261377065255]"
S09681,L0224,E013,"[0.5100847278178208, 0.23490291081220951]"
S09689,L0206,E013,"[0.1348651469583922, 0.006892034036146149]"
S09689,L0212,E013,"[0.01887032148307715, 0.01247566676808081]"
S09704,L0200,E013,"[0.023428687878094445, 0.029128961890715153]"
S09707,L0219,E013,"[0.004033099250663593, 0.012018580474052815]"
S09707,L0225,E013,"[0.46580146121526067, 0.015462519315276835]"
S09714,L0222,E013,"[0.7595194637281719, 0.6515697898322125]"
S09716,L0224,E013,"[0.1886820465192415, 0.22009992959833916]"
S09717,L0209,E013,"[0.7049900311826947, 0.8476456232360592]"
S09733,L0217,E013,"[0.6958934149264966, 0.005695338212376328]"
S09740,L0219,E013,"[0.00558669996677994, 0.9539196198701473]"
S09740,L0225,E013,"[0.9994960869947864, 0.9636115955022782]"
S09752,L0218,E013,"[0.49383421356745594, 0.9296570257150034]"
S09752,L0221,E013,"[0.1712307033402405, 0.4359020709398214]"
S09753,L0218,E013,"[0.00939798934282345, 0.024101824630285436]"
S09759,L0224,E013,"[0.20791403938001682, 0.30008085244994875]"
S09765,L0224,E013,"[0.004799381155664095, 0.010193077211935513]"
S09767,L0212,E013,"[0.020411190056715163, 0.028891412001426375]"
S09767,L0221,E013,"[0.16241452341275084, 0.16418852993834818]"
S09770,L0218,E013,"[0.4811844670693668, 0.8031897174045758]"
S09770,L0221,E013,"[0.018748414723745246, 0.033104494968394495]"
S09776,L0200,E013,"[0.014309593726056398, 0.01696183119579243]"
S09776,L0240,E013,"[0.9933932221300218, 0.9960224372092681]"
S09777,L0243,E013,"[0.8862175268299323, 0.8811852723078293]"
S09780,L0209,E013,"[0.605757813263359, 0.8424112562999241]"
S09790,L0216,E013,"[0.5604678220943141, 0.6121174115063561]"
S09793,L0231,E013,"[0.00916131622941735, 0.01087823995988783]"
S09803,L0201,E013,"[0.8554858085726759, 0.9629272373502218]"
S09811,L0229,E013,"[0.28328542177885657, 0.11545703094697543]"
S09812,L0242,E013,"[0.0050213493983709105, 0.005040218599149088]"
S09819,L0239,E013,"[0.3123895422235847, 0.01647677969872986]"
S09824,L0222,E013,"[0.6651493546345122, 0.7249774597857355]"
S09827,L0224,E013,"[0.33468735587038345, 0.5125511363562631]"
S09828,L0216,E013,"[0.15502064081129036, 0.15242791902991604]"
S09830,L0201,E013,"[0.8215577654635893, 0.9124687318257023]"
S09831,L0216,E013,"[0.6850593683452105, 0.7711607654931072]"
S09833,L0229,E013,"[0.5526219343952654, 0.4496345836355743]"
S09844,L0231,E013,"[0.08350153704036077, 0.20225290491273715]"
S09846,L0239,E013,"[0.485861390134484, 0.026622573565386904]"
S09856,L0224,E013,"[0.30707764298944396, 0.13283725859677578]"
S09857,L0227,E013,"[0.0043561818626783825, 0.10507197797125593]"
S09860,L0216,E013,"[0.562483839408724, 0.6789713263364524]"
S09862,L0219,E013,"[0.009329996022458546, 0.8813420410513462]"
S09862,L0225,E013,"[0.9995346181638043, 0.9553532826176347]"
S09865,L0216,E013,"[0.6466225867560064, 0.572480904525018]"
S09866,L0243,E013,"[0.9033449808945557, 0.8156976417102332]"
S09870,L0229,E013,"[0.985813128045695, 0.9494894436015601]"
S09884,L0216,E013,"[0.08202377084367127, 0.12847857525382572]"
S09892,L0216,E013,"[0.7614179823105418, 0.8385934423517171]"
S09893,L0236,E013,"[0.005770631580187569, 0.029876616864241087]"
S09894,L0236,E013,"[0.02061193515527895, 0.0513088630049619]"
S09903,L0222,E013,"[0.48477913154603, 0.6606383907164075]"
S09904,L0231,E013,"[0.5486268324640998, 0.8652780871197003]"
S09907,L0219,E013,"[0.004529983162909778, 0.3423524543195126]"
S09907,L0225,E013,"[0.9990978760656727, 0.44209368517940684]"
S09908,L0217,E013,"[0.07524068380455019, 0.029578840786789583]"
S09913,L0200,E013,"[0.5673343782328168, 0.04449148102728159]"
S09919,L0240,E013,"[0.9994728549373376, 0.9998471162161192]"
S09920,L0209,E013,"[0.6049414078254898, 0.8006404061359633]"
S09922,L0227,E013,"[0.005473641688321328, 0.0040065274331243655]"
S09923,L0215,E013,"[0.5573113499208334, 0.38785310797558037]"
S09928,L0229,E013,"[0.8927941779300356, 0.7784531788881888]"
S09928,L0242,E013,"[0.19492259623122124, 0.13354515291927785]"
S09935,L0209,E013,"[0.4486830916627776, 0.4954122971069562]"
S09945,L0217,E013,"[0.33370055115830355, 0.004015132012233608]"
S09951,L0206,E013,"[0.9327063172480992, 0.0054303417011390825]"
S09961,L0227,E013,"[0.0038268265621103047, 0.005003121908267524]"
S09964,L0242,E013,"[0.2767335884034362, 0.246146646230511]"
S09969,L0218,E013,"[0.7426845799236667, 0.9816850651040596]"
S09969,L0221,E013,"[0.011636608652009628, 0.01421998746930529]"
S09971,L0215,E013,"[0.2246385039585225, 0.0318964252868581]"
S09977,L0216,E013,"[0.681494520607893, 0.6109525944764521]"
S08515,L0219,E019,"[0.15041666230122805, 0.7832022680147449]"
S08515,L0225,E019,"[0.9784016434180987, 0.6233424530697041]"
S08529,L0239,E019,"[0.5708198461423913, 0.066050648306714]"
S08532,L0201,E019,"[0.8086109955679978, 0.9667279621233048]"
S08537,L0201,E019,"[0.7726888539451895, 0.8670880589381872]"
S08540,L0200,E019,"[0.028181857157027538, 0.038480821767801286]"
S08540,L0240,E019,"[0.994611416528475, 0.9722918394057037]"
S08555,L0239,E019,"[0.7942702784580985, 0.2055337096324737]"
S08558,L0212,E019,"[0.44627824617880646, 0.2905828726439708]"
S08558,L0221,E019,"[0.8457386766299497, 0.9035473495340295]"
S08561,L0217,E019,"[0.6262377843400594, 0.004060875019435332]"
S08574,L0200,E019,"[0.030501809743787398, 0.10308554277776788]"
S08574,L0240,E019,"[0.9518365481933968, 0.9714060370403359]"
S08575,L0225,E019,"[0.9627228080793857, 0.9128085727624402]"
S08575,L0231,E019,"[0.7438856086644665, 0.7975352315437463]"
S08576,L0206,E019,"[0.6644251451293302, 0.0157485049532809]"
S08578,L0222,E019,"[0.8708327851077389, 0.978708576248266]"
S08579,L0243,E019,"[0.880914720380097, 0.93869988888819]"
S08582,L0218,E019,"[0.5651701211680833, 0.8703418765016862]"
S08590,L0222,E019,"[0.8493594919444043, 0.4809313139195251]"
S08594,L0209,E019,"[0.759904460318766, 0.858661973031287]"
S08600,L0212,E019,"[0.154829718207341, 0.0609220113870033]"
S08600,L0221,E019,"[0.9422728462995097, 0.6166600786893702]"
S08606,L0219,E019,"[0.00649945337991483, 0.9604690693939822]"
S08613,L0216,E019,"[0.7424197149534539, 0.8011544587247945]"
S08614,L0224,E019,"[0.20491496307239324, 0.22883734171479483]"
S08625,L0216,E019,"[0.4356803964289804, 0.6637956799742948]"
S08627,L0243,E019,"[0.3785098599953468, 0.5562326219525446]"
S08628,L0229,E019,"[0.6104377194777965, 0.9064636282364966]"
S08636,L0229,E019,"[0.366983339872103, 0.3455028968689214]"
S08636,L0242,E019,"[0.004443842952575606, 0.0049735740390175285]"
S08637,L0236,E019,"[0.06037267483733295, 0.31760950558187234]"
S08644,L0243,E019,"[0.5741064097057518, 0.9004751065172286]"
S08645,L0225,E019,"[0.9973441043080409, 0.8990092223805926]"
S08645,L0231,E019,"[0.76916656648978, 0.9935185818186213]"
S08652,L0243,E019,"[0.8874616815701575, 0.584462937848147]"
S08653,L0209,E019,"[0.4869918862941707, 0.7713874697929782]"
S08660,L0209,E019,"[0.6793179067841779, 0.5285667956949628]"
S08682,L0215,E019,"[0.4877442513798299, 0.33556662513099095]"
S08683,L0219,E019,"[0.024750778409743875, 0.9765262691779617]"
S08685,L0225,E019,"[0.8862159797707283, 0.9371765343246184]"
S08685,L0231,E019,"[0.4008879309172288, 0.8952964701423083]"
S08686,L0217,E019,"[0.5505298733075592, 0.004842317991956797]"
S08689,L0217,E019,"[0.7836805893869, 0.05781399538634443]"
S08690,L0206,E019,"[0.7416308044564646, 0.02737765422355714]"
S08690,L0212,E019,"[0.23105128339607978, 0.07972585128435078]"
S08703,L0206,E019,"[0.725587427403628, 0.006411106767878982]"
S08707,L0218,E019,"[0.9240976403936089, 0.9943894406078589]"
S08710,L0229,E019,"[0.7187603359825542, 0.5406329172255081]"
S08710,L0242,E019,"[0.43839205212383964, 0.36359593321133243]"
S08725,L0215,E019,"[0.7991623010401225, 0.9716054858986805]"
S08727,L0222,E019,"[0.4001514277189099, 0.5771052721850326]"
S08732,L0231,E019,"[0.2399742236665847, 0.9443887740849211]"
S08739,L0227,E019,"[0.009959670836162124, 0.016602231770928913]"
S08742,L0206,E019,"[0.7451314905314478, 0.011954118526024531]"
S08743,L0236,E019,"[0.004460099583169417, 0.006575200543819052]"
S08750,L0236,E019,"[0.006731962680321698, 0.7937208310100781]"
S08751,L0206,E019,"[0.9947032410281229, 0.0039431804743002286]"
S08752,L0217,E019,"[0.5722271713000848, 0.008705051092651779]"
S08753,L0243,E019,"[0.6867748286922443, 0.6970250519623442]"
S08759,L0239,E019,"[0.3799062311947687, 0.10961852591898726]"
S08767,L0200,E019,"[0.06102388422335633, 0.20950303826241312]"
S08771,L0219,E019,"[0.12263608759773778, 0.8959450950814962]"
S08771,L0225,E019,"[0.998165225070223, 0.9329251102753177]"
S08778,L0240,E019,"[0.9246438606933561, 0.8881151090890684]"
S08779,L0240,E019,"[0.992061743152182, 0.9948551014737655]"
S08780,L0200,E019,"[0.3360281097582947, 0.07895801244088467]"
S08780,L0240,E019,"[0.9978871378067093, 0.9985953316488858]"
S08782,L0229,E019,"[0.9045105860406151, 0.4833770310438906]"
S08785,L0222,E019,"[0.9331945983898077, 0.3322947655495257]"
S08790,L0225,E019,"[0.9245684741605406, 0.5100549675902175]"
S08790,L0231,E019,"[0.6975026748766908, 0.9187631239546723]"
S08791,L0231,E019,"[0.8141252200853255, 0.9905174847681314]"
S08793,L0215,E019,"[0.5544019909377451, 0.6739592201987898]"
S08794,L0239,E019,"[0.07486693166300736, 0.007750845630290433]"
S08795,L0225,E019,"[0.9262776487054004, 0.44245073578386634]"
S08795,L0231,E019,"[0.016276187090886914, 0.7977928042020958]"
S08798,L0206,E019,"[0.850426799809189, 0.0072054664064719305]"
S08800,L0229,E019,"[0.9912395829251444, 0.9907668298589016]"
S08800,L0242,E019,"[0.12136388005530233, 0.5773876400733872]"
S08807,L0222,E019,"[0.27272958687082693, 0.23210120775003285]"
S08809,L0222,E019,"[0.8248906514963874, 0.5980623976442878]"
S08815,L0219,E019,"[0.017699106605228596, 0.7453277331335227]"
S08815,L0225,E019,"[0.9399253914101182, 0.8459908046655623]"
S08817,L0229,E019,"[0.9410335429066288, 0.8935925728729384]"
S08817,L0242,E019,"[0.1433897327993541, 0.006534698633041808]"
S08818,L0206,E019,"[0.7704925193581793, 0.03711045857192346]"
S08818,L0212,E019,"[0.04480247637864137, 0.4809911323956493]"
S08820,L0240,E019,"[0.7412367780149817, 0.8506435761327742]"
S08836,L0201,E019,"[0.9316043840969785, 0.9866952355475986]"
S08837,L0229,E019,"[0.8930965351882371, 0.7988530344467191]"
S08837,L0242,E019,"[0.005860384041278105, 0.19771434410309846]"
S08843,L0218,E019,"[0.9544862078541866, 0.898847988076106]"
S08844,L0243,E019,"[0.6194848036355451, 0.804750568115742]"
S08853,L0243,E019,"[0.8662258808315427, 0.6314042225668445]"
S08854,L0222,E019,"[0.2300692703958812, 0.3809766149352504]"
S08862,L0215,E019,"[0.9866875266564815, 0.980641030139644]"
S08867,L0216,E019,"[0.8386165776369023, 0.7032967945031707]"
S08869,L0200,E019,"[0.5231422849698725, 0.30316727869428517]"
S08883,L0216,E019,"[0.3472314491284533, 0.6447094897484208]"
S08889,L0231,E019,"[0.7700662838756763, 0.9989710554549416]"
S08890,L0239,E019,"[0.2917204909169504, 0.008527068698066246]"
S08891,L0216,E019,"[0.7275924717074062, 0.7444204206524543]"
S08895,L0227,E019,"[0.0037621326618427087, 0.014758520400808536]"
S08897,L0224,E019,"[0.05410897297742417, 0.13305454555670093]"
S08899,L0224,E019,"[0.1784335552920545, 0.061091877314330724]"
S08901,L0219,E019,"[0.08422549089543015, 0.9381465726900979]"
S08903,L0236,E019,"[0.011753175836291402, 0.010441201131988917]"
S08905,L0209,E019,"[0.773266602747133, 0.9014807993683167]"
S08911,L0229,E019,"[0.9821867859923763, 0.9825073227109307]"
S08911,L0242,E019,"[0.33373300247648124, 0.7301548870330328]"
S08916,L0227,E019,"[0.003957577278879066, 0.02309271097407212]"
S08922,L0227,E019,"[0.004063940590366458, 0.03778489433867768]"
S08923,L0227,E019,"[0.00534977643502937, 0.033948853039853254]"
S08929,L0229,E019,"[0.6152509930763984, 0.7692862693835577]"
S08929,L0242,E019,"[0.04944203960074384, 0.2352001104631715]"
S08931,L0215,E019,"[0.8382384235113814, 0.7311603301128883]"
S08935,L0239,E019,"[0.30115455034004884, 0.17584972761463388]"
S08939,L0236,E019,"[0.004163596884157879, 0.005405118282129637]"
S08949,L0209,E019,"[0.7562940216363865, 0.8793398649813119]"
S08950,L0209,E019,"[0.3445732415411458, 0.372500462892022]"
S08956,L0201,E019,"[0.6793527310007547, 0.9019936738358987]"
S08961,L0242,E019,"[0.0670030799784105, 0.524786198149193]"
S08965,L0243,E019,"[0.8478115115615236, 0.9147822886801147]"
S08969,L0218,E019,"[0.7322772765797192, 0.8022676641883776]"
S08969,L0221,E019,"[0.609169509859737, 0.7014362525953152]"
S08971,L0222,E019,"[0.847863409235232, 0.9081528596476892]"
S08976,L0200,E019,"[0.6277748340019619, 0.16081951049299587]"
S08977,L0229,E019,"[0.9785625527674314, 0.9871955823586323]"
S08977,L0242,E019,"[0.2991629299977235, 0.3602427727879378]"
S08979,L0200,E019,"[0.35556354817640795, 0.12056668415707619]"
S08979,L0240,E019,"[0.9494000470477308, 0.9841303579316145]"
S08980,L0201,E019,"[0.8282404934456262, 0.843643945468214]"
S08983,L0212,E019,"[0.21991290638597882, 0.02325459726204617]"
S08983,L0221,E019,"[0.2794550905218018, 0.23019063753579602]"
S08987,L0200,E019,"[0.3330415010782819, 0.8534008735515318]"
S08993,L0231,E019,"[0.9219726509496027, 0.9243450443314806]"
S08997,L0219,E019,"[0.004757411501867464, 0.6605967561562871]"
S08997,L0225,E019,"[0.994866819419767, 0.5754263030299591]"
S08998,L0219,E019,"[0.04430706028733689, 0.8011649901715011]"
S09011,L0217,E019,"[0.7073300247072247, 0.007664950624369291]"
S09018,L0218,E019,"[0.782172017559881, 0.9521649351342708]"
S09029,L0242,E019,"[0.14965491620106472, 0.41817202519906305]"
S09030,L0229,E019,"[0.9803976168957678, 0.9817954133701502]"
S09034,L0239,E019,"[0.6208415786549317, 0.08508468557997573]"
S09040,L0209,E019,"[0.8079906768773749, 0.9418172483950332]"
S09047,L0219,E019,"[0.006448714668109042, 0.8749489526774092]"
S09049,L0236,E019,"[0.09716011155301915, 0.17802440491861327]"
S09061,L0229,E019,"[0.8829694547680543, 0.06412328790345984]"
S09065,L0236,E019,"[0.006030673925033341, 0.33707745087846236]"
S09069,L0215,E019,"[0.9355124790829917, 0.9838360544944411]"
S09073,L0231,E019,"[0.6516726900061365, 0.84497287013388]"
S09078,L0222,E019,"[0.3169549579972808, 0.8107213838342636]"
S09080,L0239,E019,"[0.4718825090329551, 0.060066286345382476]"
S09082,L0224,E019,"[0.009156348945764971, 0.007096933422898097]"
S09086,L0236,E019,"[0.004386951360069065, 0.10647457462670731]"
S09088,L0200,E019,"[0.10415766983559654, 0.5232357206264769]"
S09088,L0240,E019,"[0.9375301828472608, 0.9936856375341977]"
S09092,L0231,E019,"[0.9631226104040422, 0.997035671365798]"
S09094,L0217,E019,"[0.5731618426882064, 0.007821031494296164]"
S09101,L0215,E019,"[0.8742155358864006, 0.9419327638451492]"
S09111,L0206,E019,"[0.9025964404924164, 0.05811928289975064]"
S09111,L0212,E019,"[0.35656238311685057, 0.4488469028859199]"
S09128,L0225,E019,"[0.959306607314869, 0.5530084298097596]"
S09128,L0231,E019,"[0.7159532906141761, 0.6490220652291264]"
S09136,L0222,E019,"[0.5785784077779373, 0.3599754884932029]"
S09140,L0200,E019,"[0.8382314490298715, 0.42376924836366664]"
S09140,L0240,E019,"[0.9997310448683908, 0.9972087351561552]"
S09142,L0229,E019,"[0.3935193339406067, 0.8338228595372412]"
S09144,L0222,E019,"[0.3582284452654702, 0.8706187975411875]"
S09152,L0222,E019,"[0.23225420400507207, 0.9479027904456723]"
S09154,L0222,E019,"[0.6601967525617309, 0.8825931617448122]"
S09155,L0200,E019,"[0.01257224263478088, 0.02072838241461753]"
S09156,L0227,E019,"[0.005320751099266464, 0.19365274039754202]"
S09158,L0224,E019,"[0.04369993787077954, 0.03533930869764775]"
S09161,L0239,E019,"[0.8143280200146407, 0.32065917958132706]"
S09164,L0217,E019,"[0.663351922299809, 0.0043633129939532125]"
S09175,L0231,E019,"[0.7185858044387459, 0.8971542916544942]"
S09178,L0219,E019,"[0.00443616937571539, 0.058543943447930576]"
S09178,L0225,E019,"[0.9931765927281461, 0.6826833542170767]"
S09181,L0243,E019,"[0.7362543686709314, 0.7351323340611319]"
S09188,L0218,E019,"[0.9911295492444858, 0.9931479141027382]"
S09193,L0239,E019,"[0.2816928333982986, 0.10601861610350943]"
S09203,L0200,E019,"[0.6199487346403967, 0.029343441212487956]"
S09205,L0224,E019,"[0.2441297706830324, 0.1717783318360891]"
S09209,L0209,E019,"[0.36866849814325364, 0.9755365247071364]"
S09214,L0216,E019,"[0.6333965401288955, 0.9213571023264641]"
S09227,L0218,E019,"[0.17177360280558326, 0.4389634979508812]"
S09227,L0221,E019,"[0.009850157594298721, 0.030728111943411636]"
S09228,L0243,E019,"[0.39255673808363367, 0.6972419208383408]"
S09231,L0212,E019,"[0.6118115109102209, 0.43180281234091905]"
S09231,L0221,E019,"[0.4837030224148689, 0.7087337813921902]"
S09234,L0219,E019,"[0.214584136732064, 0.8381345394463144]"
S09234,L0225,E019,"[0.9820237066137374, 0.9408240290416328]"
S09245,L0200,E019,"[0.2601975243105214, 0.21765054585868931]"
S09245,L0240,E019,"[0.8915658615275767, 0.9156310238707994]"
S09246,L0219,E019,"[0.04200778014655858, 0.859853736113329]"
