tensor([[0.0164]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.7971]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1380, grad_fn=<DivBackward0>)
tensor([[0.7970]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1379, grad_fn=<DivBackward0>)
tensor([[0.7978]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7949]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7932]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1385, grad_fn=<DivBackward0>)
tensor([[0.7882]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7846]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1384, grad_fn=<DivBackward0>)
tensor([[0.7823]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1383, grad_fn=<DivBackward0>)
tensor([[0.7812]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7812]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1383, grad_fn=<DivBackward0>)
tensor([[0.7790]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7776]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1382, grad_fn=<DivBackward0>)
tensor([[0.7773]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7780]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7797]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1380, grad_fn=<DivBackward0>)
tensor([[0.7815]], grad_fn=<AddmmBackward0>) tensor([[0.2000]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7806]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1381, grad_fn=<DivBackward0>)
tensor([[0.7807]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1380, grad_fn=<DivBackward0>)
tensor([[0.7818]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1379, grad_fn=<DivBackward0>)
tensor([[0.7828]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1379, grad_fn=<DivBackward0>)
tensor([[0.7846]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.7861]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1378, grad_fn=<DivBackward0>)
tensor([[0.7884]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.7915]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7951]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7994]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.8040]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.8087]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8120]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.8152]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.8188]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.8229]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.8275]], grad_fn=<AddmmBackward0>) tensor([[0.1000]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8283]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.8265]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8257]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.8223]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8188]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8151]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.8094]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.8020]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.7962]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7907]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7868]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7824]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7785]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7747]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7703]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7674]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7639]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7606]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7582]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7554]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7507]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7437]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7385]], grad_fn=<AddmmBackward0>) tensor([[0.2222]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7316]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7265]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7227]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7198]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7179]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7168]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7164]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7144]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7093]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7016]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6954]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6912]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6888]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6864]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6856]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6829]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6820]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6826]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6845]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6861]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6886]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6922]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6968]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.6997]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7035]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1365, grad_fn=<DivBackward0>)
tensor([[0.7083]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7096]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7119]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7153]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7197]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7215]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7231]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7219]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7221]], grad_fn=<AddmmBackward0>) tensor([[0.3000]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7204]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7167]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7146]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7141]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7143]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7157]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1366, grad_fn=<DivBackward0>)
tensor([[0.7182]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7173]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7171]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7137]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7120]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7116]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7082]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7057]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7034]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6991]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6955]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6910]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6839]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6745]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6674]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6626]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6593]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6579]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6575]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6587]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6612]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6651]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6662]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6687]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6724]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6766]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6798]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6842]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6895]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6956]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6981]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7010]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7098]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7155]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7212]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7237]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7267]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.7305]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7307]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7303]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7273]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.7214]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.7153]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7097]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.7053]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7027]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.7015]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.7009]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6993]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6981]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6977]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6942]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6886]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6848]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6818]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6806]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6800]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6800]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1371, grad_fn=<DivBackward0>)
tensor([[0.6813]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1373, grad_fn=<DivBackward0>)
tensor([[0.6795]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6788]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1372, grad_fn=<DivBackward0>)
tensor([[0.6797]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6774]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6728]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6699]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6647]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6592]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6561]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6543]], grad_fn=<AddmmBackward0>) tensor([[0.2857]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6519]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6509]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6476]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6463]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6468]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6489]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6525]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6559]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1374, grad_fn=<DivBackward0>)
tensor([[0.6581]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6578]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6541]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6522]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6514]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6478]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6457]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6441]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6415]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6407]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6415]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6440]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6473]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6519]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6546]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6540]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6551]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6536]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6529]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6533]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6551]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6584]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1375, grad_fn=<DivBackward0>)
tensor([[0.6602]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6596]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
tensor([[0.6603]], grad_fn=<AddmmBackward0>) tensor([[0.4444]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6599]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1376, grad_fn=<DivBackward0>)
tensor([[0.6604]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1377, grad_fn=<DivBackward0>)
